Fp1-LE_alpha,F3-LE_alpha,C3-LE_alpha,P3-LE_alpha,O1-LE_alpha,F7-LE_alpha,T3-LE_alpha,T5-LE_alpha,Fz-LE_alpha,Fp2-LE_alpha,F4-LE_alpha,C4-LE_alpha,P4-LE_alpha,O2-LE_alpha,F8-LE_alpha,T4-LE_alpha,T6-LE_alpha,Cz-LE_alpha,Pz-LE_alpha,A2-A1_alpha,class
26.02,34.52,35.11,53.84,82.92,19.19,22.28,49.18,47.14,30.52,44.8,40.54,54.39,57.4,24.48,17.84,93.53,42.03,38.86,7.86,0
29.3,37.33,30.82,49.78,93.8,21.76,15.66,50.72,29.99,33.59,41.55,42.03,66.57,66.17,23.3,26.51,99.47,35.3,41.54,7.54,0
42.49,51.7,37.0,52.27,77.73,30.45,28.84,52.48,66.83,32.69,43.43,38.58,86.53,116.08,20.41,29.8,155.41,42.61,49.77,14.27,0
53.0,69.26,44.93,57.1,103.4,34.25,30.46,45.58,79.37,55.13,63.04,32.91,67.67,104.66,23.96,19.98,106.86,51.03,51.67,8.41,0
41.92,51.74,40.66,71.57,138.72,27.43,20.97,60.86,95.85,51.32,59.37,29.52,54.42,93.9,28.35,14.48,90.41,53.13,56.01,6.68,0
31.85,36.61,20.52,51.0,80.64,21.18,16.71,40.14,34.41,30.64,34.32,42.37,74.82,106.39,22.3,24.78,97.27,36.19,63.05,6.8,0
41.93,47.98,45.74,65.46,119.22,27.72,24.05,51.8,94.46,52.0,58.99,37.4,63.3,93.38,30.38,16.72,101.97,58.1,61.8,10.23,0
32.81,41.17,43.99,71.82,90.01,21.23,22.84,75.72,52.7,29.87,40.43,31.2,65.77,61.7,21.14,28.15,137.58,48.79,59.09,11.11,0
33.3,36.54,46.71,87.79,118.87,19.85,24.81,78.54,27.4,29.2,31.34,25.04,58.48,89.86,15.89,14.86,99.76,40.33,67.93,12.09,0
30.1,31.9,37.92,65.46,66.27,23.37,26.68,59.79,48.55,33.47,41.01,42.18,94.2,103.06,31.08,36.65,154.65,42.58,65.43,39.86,0
43.11,48.33,46.09,77.27,138.44,22.99,21.16,85.24,57.75,39.35,44.9,23.21,43.53,55.12,24.21,21.39,104.84,46.65,49.18,14.63,0
39.39,51.2,33.78,49.57,99.48,23.04,26.79,62.26,61.17,37.04,43.75,35.55,67.92,79.11,19.44,30.1,113.19,40.3,39.27,12.41,0
36.64,40.68,41.16,44.89,49.33,20.62,21.68,30.12,69.69,43.49,48.24,31.04,66.47,77.0,26.82,20.12,121.99,50.47,55.51,9.2,0
32.64,44.96,44.22,80.64,96.79,26.11,25.46,65.25,70.53,33.81,46.1,34.58,64.79,85.01,27.06,25.87,129.34,43.48,55.69,8.64,0
40.11,55.33,67.32,87.77,89.58,30.85,34.11,54.37,79.67,37.11,48.68,49.75,85.01,77.71,23.08,28.8,116.9,67.97,86.86,12.78,0
41.09,49.01,45.88,55.72,60.56,27.1,24.78,47.87,71.2,43.02,54.28,34.95,51.01,58.24,30.22,23.3,108.19,64.87,56.13,8.64,0
35.48,45.06,46.71,46.89,48.03,28.05,17.94,35.05,61.48,35.61,41.81,39.94,66.54,47.54,20.93,25.46,107.14,63.22,65.52,8.53,0
32.06,39.02,48.23,69.37,81.53,25.17,24.7,58.51,52.04,28.46,41.93,53.89,83.81,75.38,24.0,34.69,139.79,49.28,61.76,14.44,0
26.35,28.29,22.09,47.03,90.78,17.79,15.11,45.45,36.83,23.2,29.99,23.72,51.27,85.19,20.13,19.27,103.22,26.21,37.16,9.93,0
44.73,57.93,33.39,37.59,91.96,26.15,14.87,39.08,72.72,45.42,57.68,27.56,46.28,87.08,21.37,12.89,95.72,56.99,43.48,8.48,0
43.89,61.85,33.4,55.3,112.75,31.34,15.39,63.93,68.58,42.47,59.59,36.21,39.43,79.64,32.29,16.03,81.13,55.96,48.15,9.78,0
47.4,60.52,47.09,52.38,75.16,41.85,32.11,48.44,41.1,38.72,43.57,31.18,78.11,111.6,18.0,25.4,145.32,52.74,64.32,13.21,0
28.4,43.72,53.57,70.12,65.78,24.83,26.68,48.34,40.99,31.14,43.63,47.44,76.17,56.02,18.15,25.45,128.5,53.34,59.67,7.68,0
27.66,30.08,18.58,37.24,83.26,19.35,11.06,40.66,28.98,27.78,32.89,33.08,79.44,99.52,20.23,17.0,133.59,25.6,36.56,6.06,0
30.99,41.46,40.17,61.06,70.07,24.27,21.54,46.99,38.63,27.82,34.63,34.13,60.38,82.6,16.77,25.08,115.6,44.72,52.67,10.85,0
45.5,66.75,54.8,65.89,95.4,34.53,28.05,58.81,80.12,46.76,66.28,43.62,62.1,70.53,29.8,17.56,79.73,78.14,74.43,9.39,0
37.65,52.55,42.38,60.66,90.08,25.37,24.45,73.55,79.27,40.23,58.27,43.03,67.71,78.65,27.94,32.8,116.89,60.99,55.85,14.05,0
20.1,30.75,36.57,56.36,65.1,15.55,22.05,36.59,41.62,21.52,28.46,28.68,48.38,52.36,13.56,22.53,81.93,41.91,58.41,10.44,0
20.92,23.82,23.89,33.57,39.44,14.44,12.34,34.94,41.01,22.43,24.43,24.28,40.71,37.45,15.05,15.74,69.64,26.51,30.21,4.33,0
27.99,42.29,38.51,34.54,38.18,22.26,17.94,28.04,61.63,28.89,41.19,34.85,38.36,44.79,18.81,15.76,77.33,52.62,39.0,9.22,0
16.9,18.17,27.72,55.33,67.73,14.91,28.69,60.27,34.69,17.02,20.1,28.06,57.52,63.91,17.45,41.67,134.13,20.56,35.93,18.45,0
23.36,32.05,28.7,34.66,40.24,13.85,11.34,24.62,37.65,20.48,30.87,38.53,34.83,43.9,14.96,22.63,58.16,38.9,34.86,8.78,0
37.39,49.56,56.12,80.81,77.4,29.02,28.3,45.66,75.55,35.68,46.47,35.63,72.23,77.57,24.05,20.31,93.99,61.96,82.22,8.71,0
26.08,40.44,58.91,85.33,60.02,20.73,25.04,44.45,57.71,27.32,39.05,34.04,50.46,60.69,19.46,13.32,76.66,65.85,96.35,6.47,0
49.97,64.03,38.73,63.91,119.92,33.94,18.96,56.29,67.1,47.86,61.17,32.03,69.08,139.44,26.39,12.71,151.11,52.41,54.9,9.28,0
23.95,28.84,31.11,46.68,66.73,18.69,17.13,44.25,47.41,29.96,34.02,36.43,57.4,57.78,22.29,34.05,119.07,37.67,40.77,11.78,0
14.44,20.49,23.24,20.77,26.43,9.38,10.97,13.0,26.74,14.01,19.13,20.78,22.84,24.14,11.56,13.66,29.55,24.36,26.63,6.27,0
37.34,49.43,51.51,73.22,53.58,26.78,26.65,46.42,66.55,32.37,45.52,43.34,75.21,93.81,18.9,18.89,141.88,60.49,72.54,13.97,0
31.4,47.97,55.79,49.2,38.79,26.48,30.93,39.65,52.36,31.55,38.09,37.64,60.63,53.11,19.28,32.73,127.98,49.98,36.31,16.09,0
36.02,54.45,58.13,56.02,44.76,26.96,22.51,37.44,60.14,32.72,52.7,52.39,58.34,61.47,33.17,34.74,110.16,63.16,65.28,11.0,0
8.09,11.72,11.99,16.31,19.91,9.15,7.68,15.51,20.5,6.05,9.59,11.86,14.18,12.95,5.67,5.77,23.36,13.25,14.49,5.55,0
52.14,52.99,36.36,74.8,158.91,31.42,21.13,73.49,76.88,50.42,56.16,32.28,72.44,117.21,28.26,13.2,128.54,44.37,53.82,11.94,0
45.38,60.84,55.61,51.83,51.06,29.85,24.56,37.63,71.57,42.03,53.66,37.31,55.98,63.48,23.64,15.64,103.05,62.82,54.52,12.63,0
35.49,48.7,38.49,45.95,77.39,27.7,19.57,40.08,52.31,34.56,43.04,35.65,76.17,84.98,19.6,18.53,124.84,46.36,53.76,10.06,0
20.06,24.13,12.56,25.45,56.47,15.66,7.45,27.5,17.67,15.16,15.42,26.44,56.96,68.59,7.26,21.86,87.72,20.51,36.53,8.71,0
8.14,10.8,10.42,9.87,17.49,6.8,6.53,9.0,20.98,9.71,11.29,8.52,12.71,24.0,7.49,3.89,24.91,14.45,15.36,4.6,0
5.37,7.99,8.1,7.76,8.93,5.23,3.6,5.07,13.62,6.07,9.73,9.99,8.25,9.18,6.34,4.91,7.39,11.0,9.58,4.21,0
10.66,12.42,13.69,13.65,9.92,6.46,5.02,10.48,23.49,9.28,13.18,10.37,8.0,10.91,7.55,6.28,7.14,13.44,11.98,4.62,0
13.99,16.11,24.19,27.07,17.87,9.08,15.93,15.61,23.78,17.87,15.26,15.72,18.59,17.74,9.42,10.61,13.11,26.51,30.08,8.22,0
40.24,50.48,53.16,59.43,41.01,29.43,25.75,40.29,60.34,35.27,43.39,38.38,37.33,66.45,21.34,21.89,81.49,55.87,56.07,14.53,0
21.03,23.42,18.0,29.02,30.89,11.84,14.29,35.36,18.13,17.02,19.12,21.43,21.47,42.56,8.49,7.22,40.99,27.88,25.64,5.1,0
25.49,37.58,35.59,36.02,44.04,18.03,13.38,23.6,45.42,29.84,44.37,38.5,33.78,37.35,25.06,17.06,67.82,47.45,44.2,8.45,0
40.74,51.45,55.38,142.78,200.44,24.47,30.11,121.18,70.01,48.18,55.55,34.45,70.21,95.48,30.9,21.11,109.03,59.32,99.08,12.47,0
11.14,17.44,14.54,14.68,38.69,9.33,5.21,13.89,26.14,11.74,18.25,19.44,15.98,36.3,9.32,8.64,27.71,22.28,16.59,3.95,0
34.98,53.93,45.13,52.44,60.3,29.95,17.44,35.58,39.63,26.13,36.45,31.7,36.87,92.42,14.85,8.63,89.61,50.34,50.33,5.8,0
10.26,10.49,6.99,8.77,11.49,8.1,9.48,6.95,20.56,12.26,12.19,9.28,10.75,13.49,5.65,5.26,7.07,12.35,10.83,4.48,0
12.41,9.93,9.17,8.25,10.94,7.24,10.2,7.52,15.74,10.43,8.86,7.27,8.65,13.55,5.59,5.47,6.94,9.44,11.71,4.1,0
21.77,8.4,11.93,9.86,5.76,13.07,10.75,10.47,37.4,27.49,12.6,6.19,6.43,8.59,11.18,5.58,7.7,10.89,9.76,3.97,0
10.31,7.34,18.93,17.81,8.99,9.6,13.69,14.13,15.82,13.5,8.44,8.65,10.87,8.8,5.79,5.65,12.45,10.09,10.72,4.49,0
14.14,11.76,14.7,13.37,8.81,14.19,14.3,11.01,20.58,13.91,10.71,7.6,8.09,9.9,5.97,5.78,7.52,12.0,11.63,5.27,0
12.97,7.65,9.41,10.19,6.67,6.17,8.57,15.24,12.59,16.26,7.94,6.28,5.92,6.64,10.15,8.44,8.56,8.34,7.71,2.7,0
7.85,7.87,15.17,15.16,11.61,8.72,14.84,11.74,16.58,8.18,9.78,12.29,12.39,13.83,6.95,9.36,11.27,11.0,13.59,4.6,0
13.24,6.61,14.78,17.29,9.96,10.02,11.66,12.37,11.86,13.87,8.74,3.73,3.9,7.14,5.91,5.78,3.87,6.85,9.96,4.39,0
6.8,10.58,16.04,16.95,13.77,7.67,11.97,9.61,16.44,8.93,12.03,8.79,10.79,12.66,8.41,6.97,9.23,14.19,15.12,5.03,0
6.55,16.33,22.77,31.77,25.99,8.32,12.3,17.79,19.22,9.13,11.98,16.21,19.95,14.79,7.54,8.97,10.59,20.98,28.28,5.19,0
6.32,10.38,21.52,29.59,21.53,5.33,17.51,22.16,14.28,6.75,7.61,8.77,14.13,15.45,5.89,8.28,8.2,12.75,24.34,4.47,0
6.69,8.07,15.06,20.73,15.04,5.77,10.32,10.34,15.19,6.02,8.81,14.47,18.28,16.63,5.51,10.28,11.04,15.41,26.22,4.18,0
4.75,7.71,14.0,15.1,13.3,4.44,8.12,7.73,16.05,4.73,8.15,11.09,15.48,17.85,3.89,5.85,10.01,14.72,23.28,3.09,0
12.41,11.02,18.98,19.89,13.79,8.23,12.29,14.62,18.63,16.94,15.15,11.77,9.61,12.89,8.76,6.64,5.7,18.43,17.92,4.72,0
8.86,11.14,15.02,17.52,15.94,7.78,12.98,9.39,14.58,7.32,8.91,8.92,15.17,16.11,4.66,7.11,9.38,13.01,21.64,4.39,0
6.4,7.08,15.05,15.31,8.91,4.16,12.93,14.64,21.8,10.89,13.78,14.86,15.8,14.58,8.08,12.33,12.26,14.59,18.0,4.29,0
7.33,11.54,20.18,28.0,20.57,8.3,9.12,13.25,14.99,7.13,9.63,14.16,16.33,18.81,5.92,11.38,12.46,16.09,26.14,3.94,0
14.33,13.83,20.13,30.1,22.28,9.26,10.64,22.45,19.56,16.16,13.07,15.24,12.3,18.56,8.87,11.6,10.12,16.9,20.56,6.33,0
9.68,10.4,19.03,20.67,13.01,7.43,11.84,13.02,17.22,13.14,13.06,15.77,20.42,19.7,8.53,9.33,15.02,18.41,25.26,5.16,0
19.18,13.09,11.14,11.7,8.91,17.05,14.28,11.79,17.46,15.76,11.53,8.02,7.71,8.33,7.15,9.58,7.89,12.06,9.42,6.24,0
7.33,9.72,12.26,20.96,24.29,7.13,7.58,12.43,21.18,9.09,15.32,20.39,29.82,18.73,9.74,13.96,18.37,19.23,29.49,5.32,0
6.99,10.04,14.75,24.47,20.69,6.97,14.82,17.96,18.75,7.14,8.65,21.11,30.13,21.42,5.96,18.12,19.67,14.36,25.38,7.97,0
13.58,14.35,19.15,30.72,29.69,9.91,17.55,23.26,18.3,12.3,11.77,18.72,25.0,19.48,7.88,13.76,17.74,14.84,23.68,4.85,0
10.47,10.85,27.07,39.26,20.05,17.14,22.15,31.8,19.02,12.77,11.62,13.95,17.78,14.78,6.51,10.18,11.91,16.56,26.14,5.79,0
8.94,14.56,10.65,14.84,21.19,8.15,9.15,9.22,15.59,7.44,10.88,15.73,23.03,17.77,7.23,9.85,16.56,14.15,21.27,3.68,0
24.76,15.64,27.82,27.08,15.35,13.05,16.23,16.75,34.55,32.73,31.2,35.29,37.41,24.0,20.23,16.1,23.18,37.79,49.41,8.4,0
13.44,9.72,14.35,18.81,18.35,8.88,12.48,14.91,19.54,15.31,12.38,14.72,18.96,21.68,9.97,7.8,9.65,15.14,24.13,5.53,0
7.73,9.7,9.13,8.31,7.9,6.25,9.46,6.57,13.81,9.5,16.34,13.29,11.96,7.81,13.06,8.5,6.32,12.69,12.76,4.31,0
11.67,13.38,23.12,30.71,35.34,7.72,16.05,23.67,20.37,14.01,15.28,27.69,38.29,23.37,10.15,14.82,30.22,17.87,27.63,7.58,0
25.91,32.16,22.89,26.6,37.02,14.94,19.66,24.94,37.76,25.29,30.33,30.57,36.35,26.54,14.9,20.48,33.97,30.84,25.71,10.45,0
14.54,18.67,21.26,24.42,17.85,10.38,17.44,14.73,26.4,14.71,21.62,18.56,26.79,16.88,8.91,13.14,16.91,23.49,31.3,4.56,0
12.47,20.32,30.42,38.99,23.33,10.04,20.53,25.97,24.29,14.72,17.39,25.26,37.49,22.19,11.47,14.82,25.64,22.31,31.1,10.79,0
15.72,12.58,24.87,32.8,29.6,10.54,22.61,28.54,17.07,14.98,13.25,20.51,26.06,22.05,6.78,15.19,20.2,15.0,21.58,9.79,0
13.52,14.14,23.31,35.9,25.92,8.97,16.7,20.45,17.47,14.78,14.71,12.75,17.27,20.14,8.13,5.96,9.64,20.88,32.69,6.93,0
11.33,10.56,11.07,11.13,9.37,9.0,18.96,9.87,18.6,12.27,15.13,12.38,16.09,18.8,10.23,9.22,24.5,12.15,13.66,6.28,0
7.93,10.91,18.43,34.37,35.24,10.33,12.72,21.51,19.73,7.56,14.51,32.38,47.53,24.56,7.28,18.86,25.99,19.28,41.97,8.78,0
12.24,13.07,17.92,29.72,18.8,8.41,16.18,18.0,11.13,14.55,14.35,22.53,23.66,18.95,12.32,13.19,11.08,20.64,30.79,5.12,0
12.56,18.57,17.99,24.86,26.29,11.52,13.29,16.45,21.55,12.2,18.28,24.5,26.09,21.92,11.2,15.58,16.36,22.2,31.32,5.28,0
20.38,12.99,19.62,47.67,35.6,11.25,16.19,40.77,17.58,15.01,11.36,25.83,41.61,32.23,9.37,22.99,31.88,14.6,38.24,7.67,0
7.75,9.14,10.21,19.99,22.51,9.26,9.14,14.29,16.32,11.72,13.21,13.57,21.72,12.59,7.43,9.65,20.17,14.91,20.82,5.99,0
18.71,15.87,19.65,26.72,24.26,9.86,15.56,21.95,19.63,26.72,17.78,18.38,29.16,18.28,11.0,14.61,26.07,18.77,26.7,6.61,0
18.34,18.43,19.93,32.78,21.18,13.78,17.71,21.14,25.41,20.36,20.39,21.78,23.83,17.18,21.31,14.94,14.85,24.4,30.73,6.26,0
17.84,15.19,20.15,15.31,13.06,14.97,15.41,15.51,18.72,14.72,14.78,10.23,13.26,16.0,6.74,9.48,14.42,13.16,13.49,7.8,0
11.55,11.12,20.47,27.88,23.67,5.83,13.22,14.08,22.35,14.99,15.27,21.46,28.56,20.89,9.87,14.79,17.88,20.91,36.78,6.26,0
20.93,11.11,15.6,16.26,14.11,9.17,13.98,13.9,15.58,19.29,10.09,9.54,13.26,6.96,9.98,8.52,13.0,9.71,10.7,6.52,0
14.38,13.9,12.46,24.61,17.98,8.03,17.79,28.67,23.59,14.19,21.9,23.97,26.92,18.27,10.76,20.12,28.35,22.08,26.94,8.1,0
8.72,10.46,19.95,36.05,28.81,9.02,13.59,25.57,10.31,9.16,13.48,22.14,34.14,21.4,8.77,15.13,25.47,19.55,35.33,5.42,0
16.57,14.51,18.15,25.82,23.05,10.85,12.39,17.35,21.27,17.34,16.4,22.61,32.75,19.7,9.68,11.33,31.52,21.02,32.66,8.68,0
16.9,17.17,16.78,25.07,27.81,12.87,15.44,19.58,20.27,18.48,17.07,29.81,37.04,26.73,10.23,23.39,34.58,17.88,29.61,10.09,0
49.52,86.41,113.46,51.63,10.27,410.13,122.09,36.51,46.7,106.16,54.04,175.46,33.74,13.35,321.05,647.28,105.04,395.38,34.75,4315.12,0
9.84,11.96,12.51,13.22,9.11,7.4,8.34,7.48,15.51,14.2,17.56,22.28,24.64,14.32,12.39,18.23,16.59,18.77,22.25,5.21,0
17.8,15.32,16.78,19.89,18.61,11.48,14.44,13.91,19.28,19.28,18.37,12.8,17.75,18.94,11.61,9.49,17.54,16.96,18.36,4.16,0
16.45,23.88,29.22,41.24,35.21,9.94,20.95,25.05,31.06,25.58,29.79,33.42,45.47,29.26,17.04,20.42,36.49,36.1,48.48,11.41,0
11.58,12.21,16.11,24.48,21.14,6.48,10.15,14.46,16.64,13.6,17.05,23.13,40.68,26.2,10.1,16.38,32.65,16.82,27.84,6.45,0
9.29,11.57,11.64,15.94,12.74,7.94,15.55,15.53,13.16,9.21,11.86,12.79,11.82,9.58,6.93,9.78,7.4,12.61,14.24,6.85,0
20.37,22.46,20.02,23.09,17.95,11.21,14.35,15.84,25.44,17.61,19.58,27.74,33.31,25.36,8.41,13.99,21.96,27.4,34.0,7.03,0
7.84,10.03,20.55,32.99,27.08,10.07,16.3,22.86,11.1,8.53,9.84,25.68,42.94,27.11,5.51,14.1,27.84,13.34,29.43,8.5,0
8.61,11.81,17.49,30.75,31.51,7.21,11.29,26.89,20.61,12.52,16.51,17.63,36.25,29.52,11.39,15.46,28.08,17.91,28.97,5.1,0
8.83,12.59,12.79,21.07,21.23,8.15,10.57,16.6,14.98,10.53,14.2,14.51,19.58,17.5,8.63,9.91,17.06,11.33,15.39,6.27,0
8.61,14.26,22.39,31.62,22.95,7.17,13.84,21.03,14.83,10.36,17.96,19.31,22.72,17.86,10.01,11.2,18.26,17.63,27.33,5.3,0
14.09,16.66,28.44,26.0,13.47,8.82,13.59,16.71,17.01,14.71,14.27,18.15,22.57,19.87,7.47,12.32,15.08,20.73,25.78,5.46,0
11.7,9.2,19.22,20.39,12.35,7.44,13.33,10.17,16.98,12.57,11.57,13.6,20.13,17.72,7.71,8.58,12.12,15.86,26.97,7.89,0
9.11,5.64,9.25,12.14,8.22,5.66,9.19,10.78,11.02,11.49,10.18,3.9,6.35,7.95,8.09,6.98,7.27,8.72,8.68,3.91,0
6.5,9.22,8.8,8.44,5.08,6.92,6.77,5.5,9.51,6.7,9.08,155.68,7.59,4.66,152.16,4.98,5.56,8.86,8.15,19.34,1
7.94,6.9,6.86,9.62,5.99,4.75,5.32,6.95,8.74,7.45,9.57,10.51,11.83,5.33,7.32,256.09,7.88,8.89,8.91,34.91,1
4.33,5.06,5.26,5.6,4.73,4.23,3.98,3.83,5.58,4.05,5.19,5.42,7.03,4.5,496.32,4.87,5.04,5.57,507.35,20.45,1
4.66,6.86,5.7,7.69,4.82,5.78,2.96,4.53,6.97,5.75,7.12,6.97,7.54,4.46,5.22,5.93,4.27,8.19,6.64,22.08,1
3.78,5.09,6.07,9.95,5.94,4.4,3.61,4.69,6.14,3.85,5.37,6.64,8.85,24.27,453.24,4.87,492.48,8.05,491.37,21.57,1
13.21,14.05,13.72,15.24,13.78,13.95,11.03,12.05,15.17,12.81,13.77,1169.14,1810.01,182.28,1664.16,1046.89,1732.45,184.65,1644.96,52.5,1
4.9,6.85,9.9,15.87,8.5,5.46,5.67,6.82,7.68,5.63,6.66,7.5,15.41,7.87,4.79,4.87,6.1,8.77,15.01,18.28,1
6.21,6.6,6.51,10.16,6.83,5.71,4.18,5.56,7.55,6.78,9.18,8.27,15.41,7.32,163.02,8.72,9.06,8.88,9.94,21.25,1
3.67,5.09,6.88,15.66,8.7,4.26,4.97,8.59,5.15,3.99,5.12,7.2,17.98,10.04,4.58,6.76,12.18,6.94,13.9,27.24,1
8.17,10.09,9.07,15.58,10.91,7.96,5.12,7.49,10.24,9.06,11.74,9.26,23.31,16.67,9.03,9.22,19.27,10.12,14.17,25.67,1
8.96,11.65,13.71,24.19,13.71,8.28,6.76,11.84,11.65,9.11,7.28,10.24,23.94,12.35,4.92,10.64,16.03,13.56,18.92,22.77,1
5.31,7.1,10.32,12.96,7.63,5.32,6.0,7.05,7.38,5.41,7.73,8.2,14.62,8.4,419.0,7.49,6.91,10.29,12.95,26.24,1
10.53,12.1,18.09,32.58,18.03,9.51,10.4,18.32,13.76,11.47,13.25,590.55,472.4,461.3,444.04,529.94,449.45,446.5,418.96,53.38,1
6.64,10.84,16.52,22.96,12.48,6.46,8.0,12.21,10.48,6.69,8.49,11.42,19.58,167.89,5.88,10.67,11.2,175.32,18.91,32.71,1
16.46,17.76,19.79,20.37,13.44,14.78,15.08,14.17,19.2,15.68,18.43,797.16,620.56,257.92,290.39,708.34,513.47,276.21,151.56,47.78,1
4.93,5.86,10.48,19.3,10.61,4.34,5.72,8.54,6.91,4.45,7.46,10.11,30.23,14.71,8.59,12.65,15.29,7.53,17.12,25.39,1
16.55,22.09,24.83,34.67,25.57,17.91,16.91,22.91,21.61,16.7,17.4,1631.43,2573.86,2010.93,2525.92,1433.67,2410.2,1505.24,2309.13,72.02,1
76.19,77.51,82.72,89.99,79.81,78.84,72.92,74.96,73.38,78.01,78.17,12031.13,22010.65,10430.52,20285.81,10732.93,20825.63,10257.13,19756.17,294.71,1
8.62,11.31,17.97,35.68,18.17,6.84,9.47,15.21,13.8,11.8,13.11,267.76,449.46,215.56,407.39,478.63,417.26,211.68,411.96,40.01,1
4.92,6.62,9.69,18.06,11.49,4.7,5.8,8.02,7.01,4.2,4.25,8.23,23.63,14.32,3.81,10.14,12.96,9.07,18.95,26.67,1
5.02,7.48,7.71,14.5,11.09,4.49,3.58,7.65,9.48,5.15,8.85,8.39,14.09,9.52,5.22,5.69,6.06,9.21,13.48,29.16,1
7.6,10.74,12.04,18.41,8.95,6.6,6.38,10.38,11.69,7.95,9.94,12.56,160.34,92.53,5.82,11.75,11.56,10.68,12.37,23.78,1
33.84,40.49,43.49,35.55,30.18,43.57,33.05,32.57,33.03,32.25,46.34,3456.29,5293.34,2465.84,6697.9,2923.18,4969.02,2432.48,6392.72,110.9,1
8.82,14.81,17.06,17.29,8.78,8.91,8.38,8.46,15.01,8.51,12.78,14.05,19.97,8.39,6.93,7.94,10.4,14.74,17.83,22.76,1
7.38,9.19,12.64,19.06,10.66,6.27,6.63,12.29,10.58,7.4,7.86,8.8,490.06,231.75,4.95,7.05,460.74,244.04,14.59,25.14,1
9.36,9.23,10.8,15.38,10.1,6.37,6.72,11.51,9.91,9.37,8.65,10.29,15.51,7.51,10.24,20.49,19.85,10.19,11.72,28.24,1
9.89,14.08,17.37,27.16,17.74,9.54,9.24,14.42,13.96,9.44,8.75,7.49,21.9,16.48,5.23,13.02,21.16,14.76,21.23,25.46,1
4.96,6.45,8.08,13.66,8.66,4.12,4.47,7.7,6.92,5.02,4.51,5.18,9.97,7.76,3.17,6.24,5.19,8.93,11.94,22.94,1
7.14,15.66,13.91,15.96,9.93,13.79,7.91,9.58,12.97,6.49,13.62,160.03,9.91,5.99,17.51,12.54,7.1,12.19,11.62,23.22,1
14.05,16.37,14.25,21.47,16.6,12.23,11.56,12.9,17.88,13.59,14.7,730.47,558.03,418.28,8.88,538.89,506.89,477.84,27.39,53.32,1
3.31,3.58,4.96,8.45,6.42,2.48,2.53,5.2,3.77,3.17,3.36,5.36,10.04,5.94,2.85,5.96,8.03,4.12,7.46,26.46,1
3.47,5.06,8.79,11.85,8.03,3.74,4.4,6.3,5.16,3.46,4.18,7.81,14.2,8.15,3.46,7.81,9.01,8.32,12.46,25.45,1
5.35,8.32,11.09,17.07,8.84,4.85,4.88,8.15,8.79,5.01,6.93,9.25,22.14,8.5,4.48,10.1,10.5,10.5,17.85,29.43,1
7.48,9.86,12.43,15.24,12.91,4.83,5.13,8.29,10.62,6.87,7.54,7.37,19.95,12.67,4.92,7.1,12.65,11.05,16.81,25.59,1
3.97,6.96,7.53,10.4,6.77,4.02,4.34,6.54,8.08,5.08,7.23,7.47,13.26,6.86,4.09,4.29,6.53,9.29,11.58,21.01,1
6.94,6.89,6.71,16.57,13.75,4.92,3.04,8.96,7.54,6.85,6.91,8.47,19.36,13.13,4.5,10.85,10.78,6.84,14.35,19.66,1
8.55,10.67,14.5,35.97,26.62,6.22,5.39,18.04,11.05,8.86,8.85,12.52,37.97,23.74,6.55,16.4,23.93,12.95,33.9,24.29,1
13.93,18.19,19.82,29.48,21.11,12.22,12.84,16.47,18.02,10.78,9.26,7.03,26.41,16.44,4.32,23.97,20.27,17.85,26.81,27.87,1
14.54,16.05,34.0,30.76,14.53,13.16,18.92,13.48,22.27,11.53,15.28,27.08,29.58,9.21,13.3,34.04,24.73,22.82,32.6,35.52,1
15.14,25.47,38.34,53.79,28.19,21.34,20.76,26.94,20.87,12.75,13.3,20.51,39.01,24.2,9.66,29.89,22.89,30.22,44.31,35.77,1
14.86,20.05,32.11,40.59,17.85,14.21,18.6,20.02,19.59,11.65,10.21,12.63,28.65,17.73,8.6,39.14,30.73,25.15,35.68,42.64,1
9.19,14.17,25.94,46.22,23.07,9.34,10.79,21.78,14.03,7.47,9.39,17.01,40.22,156.83,7.9,35.83,27.89,22.55,38.27,33.13,1
8.46,12.23,26.0,36.86,17.01,6.9,10.82,15.01,12.94,8.55,11.2,16.52,187.9,18.83,6.61,246.2,157.3,21.57,36.91,30.9,1
7.35,9.63,13.14,26.27,17.94,5.89,6.65,16.05,9.73,7.0,6.3,9.15,27.53,15.28,5.57,18.72,23.64,11.17,24.71,26.07,1
5.22,6.98,6.72,9.39,7.11,4.57,4.05,6.94,7.98,6.57,9.49,12.73,19.33,9.23,7.7,11.79,12.06,8.95,12.1,28.93,1
8.3,10.34,10.23,12.49,7.84,6.89,6.08,8.55,10.25,6.41,6.36,5.64,12.21,7.81,3.71,9.84,12.49,9.37,10.06,25.04,1
9.44,13.67,16.47,21.4,17.02,11.76,10.41,16.21,13.64,8.78,12.93,461.67,17.15,198.54,437.51,408.74,14.74,199.32,391.0,46.46,1
7.27,8.29,9.72,14.98,10.31,6.29,6.43,9.78,8.59,6.01,6.38,8.7,13.21,9.11,6.47,9.36,10.23,9.9,12.38,28.53,1
8.03,9.0,13.92,36.16,24.86,6.24,5.92,17.46,10.61,8.68,8.45,10.42,39.47,26.39,6.75,13.69,23.34,14.36,32.91,25.06,1
